"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -C total --output c32.csv",,,,"Date:","22 May 2018 01:01:24 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
3.093,15.464,70.103,0.0,0.0,11.340,0.0,4096.0,1081608.0,3640924.0,0.0,0.0,8854.0,9551.0
1.961,15.686,66.667,0.0,0.0,15.686,0.0,0.0,1100177.0,3699980.0,0.0,0.0,9074.0,9844.0
4.082,14.286,69.388,0.0,0.0,12.245,0.0,0.0,1059874.0,3565684.0,0.0,0.0,8933.0,9858.0
1.961,15.686,67.647,0.0,0.0,14.706,0.0,0.0,1071495.0,3604034.0,0.0,0.0,8905.0,9695.0
1.980,14.851,67.327,0.0,0.0,15.842,0.0,24576.0,1090699.0,3668898.0,0.0,0.0,9053.0,9761.0
2.128,10.638,72.340,0.0,0.0,14.894,0.0,0.0,1083586.0,3644934.0,0.0,0.0,8981.0,9593.0
4.124,12.371,70.103,0.0,0.0,13.402,0.0,0.0,1071116.0,3603444.0,0.0,0.0,8703.0,9363.0
1.980,13.861,67.327,0.0,0.0,16.832,0.0,0.0,1068190.0,3593336.0,0.0,0.0,8859.0,9613.0
2.041,13.265,71.429,0.0,0.0,13.265,0.0,0.0,1030990.0,3469600.0,0.0,0.0,8425.0,8904.0
3.158,10.526,75.789,0.0,0.0,10.526,0.0,12288.0,930233.0,3126654.0,0.0,0.0,7589.0,8047.0
3.030,9.091,73.737,0.0,0.0,14.141,0.0,0.0,890741.0,2995780.0,0.0,0.0,7332.0,7918.0
2.020,8.081,73.737,0.0,0.0,16.162,0.0,0.0,901530.0,3034183.0,0.0,0.0,7302.0,7925.0
2.198,7.692,80.220,0.0,0.0,9.890,0.0,0.0,907085.0,3050536.0,0.0,0.0,7446.0,7978.0
2.041,11.224,74.490,0.0,0.0,12.245,0.0,0.0,932732.0,3137887.0,0.0,0.0,7522.0,7956.0
1.010,13.131,76.768,0.0,0.0,9.091,0.0,12288.0,842699.0,2835051.0,0.0,0.0,7011.0,7623.0
1.064,8.511,78.723,0.0,0.0,11.702,0.0,0.0,879973.0,2959329.0,0.0,0.0,7237.0,7800.0
1.064,12.766,77.660,0.0,0.0,8.511,0.0,0.0,940910.0,3163512.0,0.0,0.0,7640.0,8341.0
1.075,10.753,79.570,0.0,0.0,8.602,0.0,0.0,836880.0,2814947.0,0.0,0.0,6669.0,7192.0
3.960,13.861,73.267,0.0,0.0,8.911,0.0,0.0,873870.0,2939968.0,0.0,0.0,7044.0,7560.0
2.083,13.542,75.0,0.0,0.0,9.375,0.0,12288.0,961941.0,3234643.0,0.0,0.0,7677.0,8118.0
2.970,9.901,74.257,0.0,0.0,12.871,0.0,0.0,857312.0,2883249.0,0.0,0.0,6980.0,7498.0
2.970,8.911,78.218,0.0,0.0,9.901,0.0,0.0,677242.0,2276966.0,0.0,0.0,5581.0,5974.0
1.010,13.131,76.768,0.0,0.0,9.091,0.0,0.0,797087.0,2682128.0,0.0,0.0,6411.0,6850.0
1.961,12.745,70.588,0.0,0.0,14.706,0.0,0.0,934726.0,3140240.0,0.0,0.0,7553.0,8104.0
1.942,10.680,73.786,0.971,0.0,12.621,0.0,12288.0,839396.0,2823254.0,0.0,0.0,6786.0,7138.0
1.042,12.500,73.958,0.0,0.0,12.500,0.0,0.0,973136.0,3274100.0,0.0,0.0,8023.0,8477.0
2.0,13.0,73.0,0.0,0.0,12.0,0.0,0.0,943848.0,3174270.0,0.0,0.0,7634.0,8017.0
2.0,12.0,75.0,0.0,0.0,11.0,0.0,0.0,833361.0,2803903.0,0.0,0.0,6841.0,7271.0
1.961,13.725,76.471,0.0,0.0,7.843,0.0,0.0,759406.0,2554936.0,0.0,0.0,6314.0,6858.0
0.0,12.766,76.596,0.0,0.0,10.638,0.0,12288.0,877812.0,2951606.0,0.0,0.0,7008.0,7383.0
1.961,15.686,73.529,0.0,0.0,8.824,0.0,0.0,861680.0,2898794.0,0.0,0.0,6915.0,7322.0
1.961,13.725,71.569,0.0,0.0,12.745,0.0,8192.0,886809.0,2975808.0,0.0,0.0,7413.0,8455.0
1.0,12.0,78.0,0.0,0.0,9.0,0.0,0.0,711856.0,2392477.0,0.0,0.0,5929.0,6516.0
2.970,13.861,68.317,0.0,0.0,14.851,0.0,0.0,1058971.0,3559488.0,0.0,0.0,8658.0,9330.0
0.0,17.172,68.687,0.0,0.0,14.141,0.0,24576.0,1048671.0,3525364.0,0.0,0.0,8534.0,9264.0
5.208,11.458,71.875,0.0,0.0,11.458,0.0,0.0,1035791.0,3483386.0,0.0,0.0,8332.0,9012.0
1.0,11.0,73.0,0.0,0.0,15.0,0.0,8192.0,921815.0,3100301.0,0.0,0.0,7658.0,8428.0
4.124,11.340,74.227,0.0,0.0,10.309,0.0,0.0,936756.0,3149694.0,0.0,0.0,7561.0,8070.0
2.020,15.152,72.727,0.0,0.0,10.101,0.0,0.0,930117.0,3129238.0,0.0,0.0,7560.0,8177.0
2.857,15.238,71.429,0.0,0.0,10.476,0.0,12288.0,791566.0,2663695.0,0.0,0.0,6599.0,7161.0
3.846,10.577,69.231,0.0,0.0,16.346,0.0,0.0,962652.0,3237731.0,0.0,0.0,7703.0,8175.0
1.020,6.122,83.673,0.0,0.0,9.184,0.0,0.0,583688.0,1963856.0,0.0,0.0,4833.0,5363.0
2.041,8.163,82.653,0.0,0.0,7.143,0.0,0.0,622730.0,2096153.0,0.0,0.0,5023.0,5451.0
4.808,13.462,66.346,0.0,0.0,15.385,0.0,0.0,1036998.0,3483976.0,0.0,0.0,8632.0,9418.0
2.970,15.842,67.327,0.0,0.0,13.861,0.0,12288.0,1080866.0,3633821.0,0.0,0.0,8809.0,9637.0
3.093,14.433,69.072,0.0,0.0,13.402,0.0,0.0,1100177.0,3701361.0,0.0,0.0,8896.0,9642.0
3.093,12.371,75.258,0.0,0.0,9.278,0.0,0.0,921337.0,3096929.0,0.0,0.0,7422.0,8049.0
2.970,10.891,76.238,0.0,0.0,9.901,0.0,0.0,726331.0,2443325.0,0.0,0.0,5863.0,6341.0
2.913,12.621,72.816,0.0,0.0,11.650,0.0,0.0,857225.0,2878842.0,0.0,0.0,6850.0,7198.0
1.031,14.433,76.289,0.0,0.0,8.247,0.0,12288.0,858274.0,2885337.0,0.0,0.0,6857.0,7171.0
3.030,8.081,77.778,0.0,0.0,11.111,0.0,0.0,766389.0,2577775.0,0.0,0.0,6173.0,6516.0
5.0,12.0,72.0,0.0,0.0,11.0,0.0,0.0,931613.0,3134157.0,0.0,0.0,7652.0,8350.0
1.0,14.0,72.0,0.0,0.0,13.0,0.0,0.0,927350.0,3119122.0,0.0,0.0,7438.0,7915.0
1.905,17.143,69.524,0.0,0.0,11.429,0.0,0.0,927665.0,3120611.0,0.0,0.0,7384.0,7713.0
2.885,15.385,71.154,0.0,0.0,10.577,0.0,12288.0,889346.0,2988764.0,0.0,0.0,7264.0,7786.0
1.042,12.500,76.042,0.0,0.0,10.417,0.0,0.0,910026.0,3060720.0,0.0,0.0,7459.0,7920.0
2.020,16.162,69.697,0.0,0.0,12.121,0.0,0.0,1032461.0,3471519.0,0.0,0.0,8243.0,8720.0
2.913,11.650,73.786,0.0,0.0,11.650,0.0,0.0,841166.0,2829894.0,0.0,0.0,6820.0,7301.0
3.0,11.0,74.0,0.0,0.0,12.0,0.0,0.0,856743.0,2880541.0,0.0,0.0,6916.0,7480.0
2.885,11.538,75.0,0.0,0.0,10.577,0.0,12288.0,702685.0,2364045.0,0.0,0.0,5637.0,5978.0
2.913,11.650,69.903,0.0,0.0,15.534,0.0,0.0,925279.0,3110813.0,0.0,0.0,7617.0,8233.0
0.990,10.891,73.267,0.0,0.0,14.851,0.0,0.0,844677.0,2840480.0,0.0,0.0,6765.0,7322.0
1.031,8.247,84.536,0.0,0.0,6.186,0.0,0.0,632407.0,2126086.0,0.0,0.0,5092.0,5360.0
2.913,16.505,64.078,0.0,0.0,16.505,0.0,0.0,1126164.0,3788890.0,0.0,0.0,9191.0,9777.0
1.905,14.286,67.619,0.0,0.0,16.190,0.0,12288.0,964286.0,3243300.0,0.0,0.0,7847.0,8614.0
2.0,14.0,75.0,0.0,0.0,9.0,0.0,0.0,839048.0,2822878.0,0.0,0.0,6682.0,7208.0
2.0,10.0,72.0,0.0,0.0,16.0,0.0,8192.0,958119.0,3222370.0,0.0,0.0,7556.0,8080.0
3.0,16.0,70.0,0.0,0.0,11.0,0.0,0.0,1000769.0,3366866.0,0.0,0.0,7834.0,8306.0
2.041,10.204,77.551,0.0,0.0,10.204,0.0,0.0,833196.0,2795229.0,0.0,0.0,6838.0,7620.0
2.174,6.522,80.435,0.0,0.0,10.870,0.0,24576.0,826716.0,2787035.0,0.0,0.0,6792.0,7466.0
3.883,12.621,73.786,0.0,0.0,9.709,0.0,0.0,856867.0,2882977.0,0.0,0.0,6882.0,7378.0
2.041,11.224,74.490,0.0,0.0,12.245,0.0,0.0,873841.0,2938767.0,0.0,0.0,7031.0,7511.0
2.041,12.245,73.469,0.0,0.0,12.245,0.0,0.0,943704.0,3175751.0,0.0,0.0,7539.0,8147.0
2.0,13.0,72.0,0.0,0.0,13.0,0.0,0.0,923025.0,3104728.0,0.0,0.0,7430.0,7923.0
1.961,10.784,73.529,0.0,0.0,13.725,0.0,12288.0,837655.0,2818199.0,0.0,0.0,6773.0,7282.0
3.846,9.615,70.192,0.0,0.0,16.346,0.0,0.0,913885.0,3074350.0,0.0,0.0,7487.0,8142.0
3.846,14.423,70.192,0.0,0.0,11.538,0.0,0.0,900236.0,3027645.0,0.0,0.0,7294.0,7869.0
1.980,10.891,73.267,0.0,0.0,13.861,0.0,0.0,852682.0,2868014.0,0.0,0.0,6797.0,7007.0
4.0,15.0,72.0,0.0,0.0,9.0,0.0,0.0,966262.0,3251255.0,0.0,0.0,7861.0,8362.0
2.804,14.019,69.159,0.0,0.0,14.019,0.0,12288.0,855614.0,2876691.0,0.0,0.0,6942.0,7440.0
1.020,12.245,75.510,0.0,0.0,11.224,0.0,0.0,864128.0,2907455.0,0.0,0.0,7035.0,7743.0
1.031,11.340,74.227,0.0,0.0,13.402,0.0,0.0,944423.0,3174480.0,0.0,0.0,7537.0,8007.0
1.031,13.402,76.289,0.0,0.0,9.278,0.0,0.0,881090.0,2964314.0,0.0,0.0,7066.0,7499.0
3.061,12.245,75.510,0.0,0.0,9.184,0.0,0.0,903421.0,3035045.0,0.0,0.0,7334.0,7990.0
3.125,11.458,73.958,0.0,0.0,11.458,0.0,12288.0,956989.0,3210973.0,0.0,0.0,7677.0,8102.0
2.970,10.891,72.277,0.0,0.0,13.861,0.0,0.0,889447.0,2990351.0,0.0,0.0,7065.0,7577.0
1.980,11.881,76.238,0.0,0.0,9.901,0.0,0.0,788360.0,2653541.0,0.0,0.0,6435.0,6968.0
2.913,13.592,70.874,0.0,0.0,12.621,0.0,0.0,905523.0,3045279.0,0.0,0.0,7245.0,7626.0
1.031,12.371,74.227,0.0,0.0,12.371,0.0,0.0,927525.0,3121852.0,0.0,0.0,7546.0,8167.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,670.0,1174.0,0.0,0.0,26.0,45.0
2.083,11.458,77.083,0.0,0.0,9.375,0.0,0.0,893799.0,3006082.0,0.0,0.0,7472.0,8044.0
1.980,8.911,78.218,0.0,0.0,10.891,0.0,0.0,712917.0,2393652.0,0.0,0.0,5885.0,6321.0
1.020,14.286,76.531,0.0,0.0,8.163,0.0,0.0,838957.0,2822443.0,0.0,0.0,6764.0,7158.0
1.980,15.842,72.277,0.0,0.0,9.901,0.0,0.0,915779.0,3081142.0,0.0,0.0,7447.0,8000.0
2.913,13.592,71.845,0.0,0.0,11.650,0.0,12288.0,890147.0,2985578.0,0.0,0.0,7197.0,7738.0
3.125,8.333,75.0,0.0,0.0,13.542,0.0,0.0,907649.0,3049003.0,0.0,0.0,7348.0,8112.0
3.960,10.891,73.267,0.0,0.0,11.881,0.0,0.0,896572.0,3011045.0,0.0,0.0,7471.0,8204.0
1.020,11.224,77.551,0.0,0.0,10.204,0.0,4096.0,894940.0,3007475.0,0.0,0.0,7369.0,8116.0
2.020,11.111,74.747,0.0,0.0,12.121,0.0,0.0,900730.0,3026450.0,0.0,0.0,7253.0,7759.0
1.020,13.265,74.490,0.0,0.0,11.224,0.0,12288.0,902552.0,3037621.0,0.0,0.0,7319.0,7885.0
1.887,14.151,66.981,0.0,0.0,16.981,0.0,0.0,1009643.0,3391150.0,0.0,0.0,8050.0,8504.0
1.980,12.871,77.228,0.0,0.0,7.921,0.0,0.0,719859.0,2421350.0,0.0,0.0,5825.0,6163.0
3.061,11.224,74.490,0.0,0.0,11.224,0.0,8192.0,905791.0,3046488.0,0.0,0.0,7197.0,7558.0
1.020,13.265,72.449,0.0,0.0,13.265,0.0,0.0,965269.0,3246264.0,0.0,0.0,7947.0,8611.0
2.0,12.0,74.0,0.0,0.0,12.0,0.0,12288.0,892200.0,3000347.0,0.0,0.0,7139.0,7493.0
1.0,13.0,74.0,0.0,0.0,12.0,0.0,0.0,859780.0,2887277.0,0.0,0.0,6987.0,7402.0
1.010,11.111,73.737,0.0,0.0,14.141,0.0,0.0,909992.0,3060492.0,0.0,0.0,7604.0,8393.0
4.040,12.121,71.717,0.0,0.0,12.121,0.0,0.0,949041.0,3191210.0,0.0,0.0,7437.0,7877.0
1.020,11.224,78.571,0.0,0.0,9.184,0.0,0.0,773446.0,2603224.0,0.0,0.0,6429.0,7167.0
1.064,10.638,77.660,0.0,0.0,10.638,0.0,12288.0,892240.0,3000883.0,0.0,0.0,7166.0,7677.0
1.961,12.745,70.588,0.0,0.0,14.706,0.0,0.0,881133.0,2961194.0,0.0,0.0,7105.0,7546.0
1.0,11.0,77.0,0.0,0.0,11.0,0.0,0.0,785520.0,2638162.0,0.0,0.0,6406.0,6945.0
3.960,10.891,72.277,0.0,0.0,12.871,0.0,0.0,917647.0,3086395.0,0.0,0.0,7553.0,8091.0
0.0,12.500,73.077,0.0,0.0,14.423,0.0,0.0,824130.0,2773587.0,0.0,0.0,6666.0,7133.0
1.923,17.308,69.231,0.0,0.0,11.538,0.0,12288.0,937300.0,3153404.0,0.0,0.0,7662.0,8215.0
1.923,12.500,71.154,0.0,0.0,14.423,0.0,0.0,910536.0,3060558.0,0.0,0.0,7424.0,7873.0
1.053,11.579,76.842,0.0,0.0,10.526,0.0,0.0,821443.0,2763125.0,0.0,0.0,6656.0,7208.0
2.0,14.0,71.0,0.0,0.0,13.0,0.0,0.0,939525.0,3158813.0,0.0,0.0,7488.0,8080.0
3.0,11.0,73.0,0.0,0.0,13.0,0.0,0.0,923350.0,3102086.0,0.0,0.0,7496.0,7993.0
3.846,13.462,70.192,0.962,0.0,11.538,0.0,12288.0,911764.0,3064268.0,0.0,0.0,7275.0,7708.0
1.042,12.500,76.042,0.0,0.0,10.417,0.0,0.0,899420.0,3025860.0,0.0,0.0,7272.0,7831.0
2.857,15.238,69.524,0.0,0.0,12.381,0.0,0.0,928559.0,3120995.0,0.0,0.0,7549.0,8219.0
0.0,11.458,76.042,0.0,0.0,12.500,0.0,0.0,891523.0,2996977.0,0.0,0.0,7257.0,7883.0
2.941,13.725,72.549,0.0,0.0,10.784,0.0,0.0,889888.0,2993643.0,0.0,0.0,7299.0,7855.0
0.990,12.871,74.257,0.0,0.0,11.881,0.0,12288.0,839122.0,2823018.0,0.0,0.0,6841.0,7339.0
2.0,14.0,72.0,0.0,0.0,12.0,0.0,0.0,946737.0,3184074.0,0.0,0.0,7728.0,8299.0
1.053,10.526,80.0,0.0,0.0,8.421,0.0,0.0,821136.0,2761506.0,0.0,0.0,6742.0,7434.0
1.010,14.141,69.697,0.0,0.0,15.152,0.0,0.0,1059981.0,3567485.0,0.0,0.0,8468.0,9071.0
1.010,7.071,83.838,0.0,0.0,8.081,0.0,0.0,567507.0,1908552.0,0.0,0.0,4713.0,5049.0
3.093,7.216,80.412,0.0,0.0,9.278,0.0,12288.0,779395.0,2622567.0,0.0,0.0,6356.0,6899.0
2.083,9.375,81.250,0.0,0.0,7.292,0.0,0.0,736530.0,2474585.0,0.0,0.0,5919.0,6429.0
1.961,12.745,74.510,0.0,0.0,10.784,0.0,0.0,794883.0,2668964.0,0.0,0.0,6378.0,6703.0
3.061,11.224,76.531,0.0,0.0,9.184,0.0,8192.0,852692.0,2866789.0,0.0,0.0,6983.0,7616.0
2.041,11.224,72.449,0.0,0.0,14.286,0.0,0.0,1000598.0,3366222.0,0.0,0.0,8158.0,8788.0
2.0,14.0,73.0,0.0,0.0,11.0,0.0,24576.0,923616.0,3105524.0,0.0,0.0,7611.0,8314.0
3.0,13.0,72.0,0.0,0.0,12.0,0.0,0.0,921871.0,3099843.0,0.0,0.0,7310.0,7594.0
2.0,5.0,85.0,0.0,0.0,8.0,0.0,0.0,499573.0,1673911.0,0.0,0.0,3929.0,4030.0
1.961,14.706,69.608,0.0,0.0,13.725,0.0,0.0,877521.0,2958217.0,0.0,0.0,6797.0,7215.0
2.062,8.247,83.505,0.0,0.0,6.186,0.0,0.0,578520.0,1946580.0,0.0,0.0,4597.0,5022.0
4.854,12.621,68.932,0.0,0.0,13.592,0.0,12288.0,922687.0,3103825.0,0.0,0.0,7446.0,8147.0
3.0,18.0,70.0,0.0,0.0,9.0,0.0,0.0,966872.0,3252964.0,0.0,0.0,7806.0,8442.0
2.0,12.0,74.0,0.0,0.0,12.0,0.0,0.0,923002.0,3102506.0,0.0,0.0,7577.0,8229.0
2.062,11.340,75.258,0.0,0.0,11.340,0.0,0.0,905705.0,3044955.0,0.0,0.0,7293.0,7676.0
1.961,13.725,72.549,0.0,0.0,11.765,0.0,0.0,832359.0,2797757.0,0.0,0.0,6822.0,7373.0
1.942,12.621,73.786,0.0,0.0,11.650,0.0,12288.0,813267.0,2734014.0,0.0,0.0,6646.0,7150.0
1.020,10.204,76.531,0.0,0.0,12.245,0.0,0.0,827270.0,2783687.0,0.0,0.0,6669.0,7115.0
4.167,10.417,77.083,0.0,0.0,8.333,0.0,0.0,836783.0,2811641.0,0.0,0.0,6705.0,7204.0
0.980,14.706,70.588,0.0,0.0,13.725,0.0,0.0,903879.0,3039744.0,0.0,0.0,7177.0,7689.0
4.124,10.309,74.227,0.0,0.0,11.340,0.0,0.0,945175.0,3177790.0,0.0,0.0,7789.0,8409.0
1.961,11.765,71.569,0.0,0.0,14.706,0.0,12288.0,945750.0,3183035.0,0.0,0.0,7602.0,8059.0
3.158,11.579,72.632,0.0,0.0,12.632,0.0,0.0,1006767.0,3387088.0,0.0,0.0,8268.0,9211.0
2.041,12.245,69.388,0.0,0.0,16.327,0.0,0.0,977463.0,3287280.0,0.0,0.0,7705.0,8175.0
1.942,14.563,70.874,0.0,0.0,12.621,0.0,0.0,926853.0,3115964.0,0.0,0.0,7517.0,8051.0
1.010,12.121,74.747,0.0,0.0,12.121,0.0,0.0,858029.0,2886621.0,0.0,0.0,7040.0,7598.0
1.961,9.804,75.490,0.0,0.0,12.745,0.0,12288.0,760605.0,2558736.0,0.0,0.0,6053.0,6290.0
2.0,12.0,71.0,0.0,0.0,15.0,0.0,0.0,964177.0,3243967.0,0.0,0.0,7695.0,8219.0
3.061,11.224,75.510,0.0,0.0,10.204,0.0,0.0,823347.0,2770149.0,0.0,0.0,6495.0,6898.0
1.042,13.542,78.125,0.0,0.0,7.292,0.0,0.0,808602.0,2720084.0,0.0,0.0,6697.0,7416.0
0.952,15.238,70.476,0.0,0.0,13.333,0.0,0.0,853605.0,2869815.0,0.0,0.0,7130.0,7909.0
2.083,9.375,79.167,0.0,0.0,9.375,0.0,12288.0,811017.0,2728473.0,0.0,0.0,6652.0,7274.0
1.0,13.0,75.0,0.0,0.0,11.0,0.0,0.0,784424.0,2637147.0,0.0,0.0,6374.0,7061.0
3.0,10.0,76.0,0.0,0.0,11.0,0.0,0.0,837754.0,2817655.0,0.0,0.0,6907.0,7577.0
2.913,15.534,64.078,0.0,0.0,17.476,0.0,0.0,1111633.0,3736397.0,0.0,0.0,9031.0,9609.0
4.082,14.286,73.469,0.0,0.0,8.163,0.0,8192.0,892141.0,3000555.0,0.0,0.0,7329.0,7969.0
3.0,12.0,73.0,0.0,0.0,12.0,0.0,20480.0,916056.0,3079739.0,0.0,0.0,7550.0,8342.0
1.961,16.667,71.569,0.0,0.0,9.804,0.0,0.0,905041.0,3044769.0,0.0,0.0,7409.0,8156.0
2.041,16.327,70.408,0.0,0.0,11.224,0.0,0.0,995803.0,3347903.0,0.0,0.0,8020.0,8544.0
1.020,12.245,74.490,0.0,0.0,12.245,0.0,0.0,880035.0,2958885.0,0.0,0.0,7221.0,8014.0
3.846,10.577,73.077,0.0,0.0,12.500,0.0,8192.0,845019.0,2840866.0,0.0,0.0,6927.0,7766.0
1.031,11.340,75.258,0.0,0.0,12.371,0.0,12288.0,895724.0,3015880.0,0.0,0.0,7399.0,8097.0
3.030,16.162,73.737,0.0,0.0,7.071,0.0,0.0,912368.0,3067772.0,0.0,0.0,7525.0,8260.0
3.0,8.0,75.0,0.0,0.0,14.0,0.0,0.0,819333.0,2756455.0,0.0,0.0,6709.0,7232.0
1.961,17.647,71.569,0.0,0.0,8.824,0.0,0.0,891281.0,2998594.0,0.0,0.0,7185.0,7792.0
4.082,10.204,75.510,0.0,0.0,10.204,0.0,0.0,868554.0,2921067.0,0.0,0.0,7109.0,7684.0
3.0,12.0,73.0,0.0,0.0,12.0,0.0,12288.0,925794.0,3112738.0,0.0,0.0,7724.0,8508.0
1.031,10.309,77.320,0.0,0.0,11.340,0.0,0.0,835957.0,2812910.0,0.0,0.0,6810.0,7383.0
1.053,6.316,86.316,0.0,0.0,6.316,0.0,0.0,625979.0,2103347.0,0.0,0.0,5219.0,5726.0
5.102,9.184,73.469,0.0,0.0,12.245,0.0,0.0,960328.0,3230215.0,0.0,0.0,7845.0,8336.0
0.0,9.091,84.848,0.0,0.0,6.061,0.0,0.0,522627.0,1754596.0,0.0,0.0,4264.0,4636.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,12288.0,1034.0,2795.0,0.0,0.0,18.0,33.0
1.980,6.931,87.129,0.0,0.0,3.960,0.0,0.0,389110.0,1306876.0,0.0,0.0,3250.0,3549.0
4.0,13.0,70.0,0.0,0.0,13.0,0.0,0.0,1015073.0,3413849.0,0.0,0.0,8477.0,9373.0
3.030,14.141,68.687,0.0,0.0,14.141,0.0,0.0,1096155.0,3687675.0,0.0,0.0,9118.0,10000.0
3.093,14.433,70.103,0.0,0.0,12.371,0.0,0.0,1086137.0,3653459.0,0.0,0.0,9063.0,9764.0
3.922,16.667,66.667,0.0,0.0,12.745,0.0,12288.0,1101331.0,3704931.0,0.0,0.0,9138.0,9865.0
3.030,14.141,68.687,0.0,0.0,14.141,0.0,0.0,1063125.0,3577090.0,0.0,0.0,8733.0,9410.0
2.970,13.861,70.297,0.0,0.0,12.871,0.0,0.0,973216.0,3274372.0,0.0,0.0,8087.0,8897.0
1.923,16.346,66.346,0.0,0.0,15.385,0.0,0.0,1077060.0,3619451.0,0.0,0.0,8862.0,9658.0
3.093,9.278,78.351,0.0,0.0,9.278,0.0,0.0,784305.0,2638961.0,0.0,0.0,6409.0,7071.0
