"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat16.txt",,,,"Date:","14 May 2018 17:15:23 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
38.191,21.106,20.101,0.0,0.0,20.603
37.186,20.603,24.623,0.0,0.0,17.588
36.735,20.408,22.959,0.0,0.0,19.898
37.745,24.020,19.608,0.0,0.0,18.627
36.735,22.959,23.980,0.0,0.0,16.327
37.688,23.116,21.608,0.0,0.0,17.588
40.0,22.439,22.927,0.0,0.0,14.634
40.099,21.287,21.782,0.0,0.0,16.832
36.735,23.980,23.469,0.0,0.0,15.816
35.176,23.116,24.623,0.0,0.0,17.085
35.678,23.116,27.638,0.0,0.0,13.568
33.838,23.737,26.768,0.0,0.0,15.657
33.663,22.277,23.267,0.0,0.0,20.792
33.495,21.359,28.155,0.0,0.0,16.990
34.518,22.335,28.426,0.0,0.0,14.721
38.660,19.072,27.320,0.0,0.0,14.948
35.323,24.378,26.866,0.0,0.0,13.433
37.0,24.500,28.0,0.0,0.0,10.500
36.765,23.039,25.0,0.0,0.0,15.196
37.245,20.408,30.102,0.0,0.0,12.245
39.706,21.569,24.510,0.0,0.0,14.216
39.801,21.891,26.368,0.0,0.0,11.940
38.119,22.277,24.752,0.0,0.0,14.851
40.909,21.717,27.778,0.0,0.0,9.596
38.693,21.608,26.131,0.0,0.0,13.568
37.374,21.212,28.283,0.0,0.0,13.131
36.500,23.500,27.0,0.0,0.0,13.0
33.673,23.980,24.490,0.0,0.0,17.857
38.308,23.383,25.373,0.0,0.0,12.935
34.359,23.590,29.231,0.0,0.0,12.821
35.354,22.727,26.768,0.0,0.0,15.152
39.801,18.408,27.363,0.0,0.0,14.428
38.500,19.500,28.500,0.0,0.0,13.500
39.899,20.202,25.758,0.0,0.0,14.141
37.563,22.843,22.335,0.0,0.0,17.259
37.931,22.660,21.675,0.0,0.0,17.734
37.811,19.403,22.388,0.0,0.0,20.398
40.196,20.098,22.549,0.0,0.0,17.157
38.119,20.792,25.248,0.0,0.0,15.842
36.318,24.378,24.876,0.0,0.0,14.428
37.438,22.167,23.153,0.0,0.0,17.241
37.949,19.487,28.205,0.0,0.0,14.359
35.859,21.212,29.798,0.0,0.0,13.131
37.755,21.429,28.571,0.0,0.0,12.245
40.609,17.766,27.919,0.0,0.0,13.706
34.694,23.980,30.612,0.0,0.0,10.714
32.308,22.051,31.795,0.0,0.0,13.846
35.897,19.487,32.308,0.0,0.0,12.308
36.410,21.026,30.769,0.0,0.0,11.795
35.025,20.812,30.457,0.0,0.0,13.706
34.500,24.500,28.500,0.0,0.0,12.500
35.354,21.212,30.808,0.0,0.0,12.626
33.333,23.590,29.744,0.0,0.0,13.333
33.503,22.335,32.487,0.0,0.0,11.675
35.354,21.717,30.303,0.0,0.0,12.626
37.129,19.307,28.218,0.0,0.0,15.347
36.318,22.886,27.363,0.0,0.0,13.433
33.838,22.727,31.818,0.0,0.0,11.616
34.184,23.980,26.020,0.0,0.0,15.816
33.333,23.438,30.208,0.0,0.0,13.021
32.500,24.0,30.500,0.0,0.0,13.0
35.233,19.689,31.088,0.0,0.0,13.990
34.715,23.316,30.570,0.0,0.0,11.399
33.505,24.742,30.928,0.0,0.0,10.825
32.828,22.727,30.303,0.0,0.0,14.141
36.923,21.538,29.231,0.0,0.0,12.308
36.318,19.900,29.851,0.0,0.0,13.930
38.0,22.500,26.500,0.0,0.0,13.0
35.176,19.095,30.653,0.0,0.0,15.075
37.245,18.878,30.612,0.0,0.0,13.265
36.598,17.010,31.959,0.0,0.0,14.433
35.354,22.222,27.273,0.0,0.0,15.152
36.869,23.737,26.263,0.0,0.0,13.131
39.487,21.026,26.667,0.0,0.0,12.821
34.021,21.134,30.928,0.0,0.0,13.918
35.204,22.959,30.612,0.0,0.0,11.224
37.313,21.393,27.363,0.0,0.0,13.930
35.533,22.335,31.980,0.0,0.0,10.152
37.186,21.608,28.141,0.0,0.0,13.065
36.364,23.737,27.778,0.0,0.0,12.121
41.089,20.792,27.723,0.0,0.0,10.396
35.354,23.737,27.273,0.0,0.0,13.636
36.869,27.273,27.273,0.0,0.0,8.586
37.0,24.500,28.0,0.0,0.0,10.500
34.848,24.242,28.788,0.0,0.0,12.121
39.286,21.939,28.061,0.0,0.0,10.714
39.500,22.500,27.500,0.0,0.0,10.500
38.579,20.812,24.365,0.0,0.0,16.244
41.709,24.121,25.126,0.0,0.0,9.045
40.404,21.212,25.253,0.0,0.0,13.131
39.604,23.267,25.248,0.0,0.0,11.881
36.788,25.907,26.943,0.0,0.0,10.363
36.269,19.171,30.570,0.0,0.0,13.990
37.688,25.628,23.618,0.0,0.0,13.065
39.086,22.335,24.873,0.0,0.0,13.706
37.186,22.613,27.136,0.0,0.0,13.065
36.181,24.121,28.141,0.0,0.0,11.558
38.614,22.277,26.733,0.0,0.0,12.376
36.500,23.500,27.0,0.0,0.0,13.0
37.500,22.500,26.0,0.0,0.0,14.0
38.384,23.232,26.263,0.0,0.0,12.121
33.503,27.411,26.396,0.0,0.0,12.690
37.186,25.628,25.628,0.0,0.0,11.558
36.869,24.242,28.788,0.0,0.0,10.101
32.663,27.136,27.638,0.0,0.0,12.563
35.678,24.121,29.648,0.0,0.0,10.553
38.071,24.365,26.396,0.0,0.0,11.168
39.0,20.0,26.0,0.0,0.0,15.0
37.113,22.680,29.381,0.0,0.0,10.825
36.735,21.939,31.122,0.0,0.0,10.204
37.563,24.365,27.411,0.0,0.0,10.660
36.683,25.628,27.136,0.0,0.0,10.553
41.837,19.388,26.531,0.0,0.0,12.245
35.567,23.711,27.835,0.0,0.0,12.887
36.842,24.211,30.0,0.0,0.0,8.947
37.374,24.747,26.768,0.0,0.0,11.111
40.0,21.538,27.692,0.0,0.0,10.769
38.462,23.077,26.154,0.0,0.0,12.308
41.117,22.335,23.858,0.0,0.0,12.690
39.896,21.762,27.461,0.0,0.0,10.881
41.500,20.0,28.500,0.0,0.0,10.0
41.667,23.958,24.479,0.0,0.0,9.896
40.306,21.939,26.531,0.0,0.0,11.224
38.806,22.388,26.368,0.0,0.0,12.438
35.533,23.858,28.426,0.0,0.0,12.183
37.755,26.020,25.0,0.0,0.0,11.224
37.500,24.0,27.0,0.0,0.0,11.500
37.811,21.393,26.368,0.0,0.0,14.428
37.186,23.116,28.141,0.0,0.0,11.558
34.359,27.179,24.615,0.0,0.0,13.846
33.333,26.154,29.231,0.0,0.0,11.282
37.500,23.500,26.500,0.0,0.0,12.500
38.614,23.762,25.248,0.0,0.0,12.376
35.821,23.383,27.861,0.0,0.0,12.935
35.533,26.396,27.919,0.0,0.0,10.152
38.0,22.500,26.0,0.0,0.0,13.500
36.548,27.919,25.381,0.0,0.0,10.152
37.306,25.907,24.870,0.0,0.0,11.917
36.869,25.758,25.758,0.0,0.0,11.616
35.897,21.538,29.231,0.0,0.0,13.333
35.938,24.479,29.688,0.0,0.0,9.896
37.755,23.980,29.082,0.0,0.0,9.184
38.384,23.232,24.242,0.0,0.0,14.141
38.614,24.752,24.752,0.0,0.0,11.881
34.715,22.798,28.497,0.0,0.0,13.990
37.113,26.804,27.835,0.0,0.0,8.247
37.313,26.368,24.876,0.0,0.0,11.443
38.384,22.727,26.263,0.505,0.0,12.121
40.513,23.077,26.154,0.0,0.0,10.256
36.788,23.834,28.497,0.0,0.0,10.881
38.660,24.227,26.289,0.0,0.0,10.825
36.788,21.244,29.016,0.0,0.0,12.953
37.500,22.917,29.167,0.0,0.0,10.417
37.436,21.538,27.179,0.0,0.0,13.846
38.384,24.242,25.758,0.0,0.0,11.616
36.598,25.258,26.289,0.0,0.0,11.856
36.683,23.618,27.638,0.0,0.0,12.060
38.693,24.121,25.628,0.0,0.0,11.558
39.691,23.196,27.835,0.0,0.0,9.278
36.869,23.737,25.758,0.0,0.0,13.636
40.212,22.222,28.042,0.0,0.0,9.524
39.394,20.707,24.242,0.0,0.0,15.657
39.691,23.196,28.351,0.0,0.0,8.763
33.846,25.128,27.179,0.0,0.0,13.846
36.318,25.871,25.373,0.0,0.0,12.438
38.071,24.365,24.873,0.0,0.0,12.690
37.624,26.733,26.238,0.0,0.0,9.406
37.245,22.449,27.551,0.0,0.0,12.755
37.056,23.350,28.934,0.0,0.0,10.660
35.533,24.873,27.411,0.0,0.0,12.183
42.268,22.680,23.196,0.0,0.0,11.856
13.636,8.586,73.232,0.0,0.0,4.545
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
