"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat128.txt",,,,"Date:","14 May 2018 17:27:49 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
45.408,23.469,17.857,0.0,0.0,13.265
48.515,23.267,17.822,0.0,0.0,10.396
43.590,26.154,13.333,0.0,0.0,16.923
43.367,23.980,19.898,0.0,0.0,12.755
35.500,30.0,21.0,0.0,0.0,13.500
42.051,23.590,18.974,0.0,0.0,15.385
36.082,27.835,21.649,0.0,0.0,14.433
41.538,25.128,17.949,0.0,0.0,15.385
36.500,28.500,17.500,0.0,0.0,17.500
41.919,23.737,20.202,0.0,0.0,14.141
41.624,26.396,18.274,0.0,0.0,13.706
40.909,25.758,19.192,0.0,0.0,14.141
41.919,24.747,16.162,0.0,0.0,17.172
45.128,24.103,17.949,0.0,0.0,12.821
44.388,22.959,15.306,0.0,0.0,17.347
39.394,28.788,16.162,0.0,0.0,15.657
39.175,29.897,19.072,0.0,0.0,11.856
38.071,30.457,18.782,0.0,0.0,12.690
43.147,24.873,18.782,0.0,0.0,13.198
41.146,24.479,17.708,0.0,0.0,16.667
42.640,21.827,17.259,0.0,0.0,18.274
45.078,22.798,14.508,0.0,0.0,17.617
38.974,26.154,18.462,0.0,0.0,16.410
42.714,24.121,16.080,0.0,0.0,17.085
40.404,23.232,20.202,0.0,0.0,16.162
42.408,24.084,18.325,0.0,0.0,15.183
45.026,21.466,18.848,0.0,0.0,14.660
40.594,25.743,14.356,0.0,0.0,19.307
37.688,27.638,17.588,0.0,0.0,17.085
43.0,24.500,16.500,0.0,0.0,16.0
37.186,27.638,19.095,0.0,0.0,16.080
44.500,22.500,19.0,0.0,0.0,14.0
38.579,27.919,19.289,0.0,0.0,14.213
42.500,23.500,20.0,0.0,0.0,14.0
41.414,22.222,19.697,0.0,0.0,16.667
39.796,26.531,19.898,0.0,0.0,13.776
41.837,23.469,20.408,0.0,0.0,14.286
40.704,24.121,21.106,0.0,0.0,14.070
44.0,25.500,18.0,0.0,0.0,12.500
40.102,25.888,19.797,0.0,0.0,14.213
39.196,27.638,17.588,0.0,0.0,15.578
41.919,28.788,13.131,0.0,0.0,16.162
40.609,23.858,22.335,0.0,0.0,13.198
34.0,30.0,22.0,0.0,0.0,14.0
40.306,26.531,17.347,0.0,0.0,15.816
40.201,26.633,18.593,0.0,0.0,14.573
40.796,26.368,20.896,0.0,0.0,11.940
40.415,26.943,19.689,0.0,0.0,12.953
39.899,22.727,20.202,0.0,0.0,17.172
42.188,22.917,17.188,0.0,0.0,17.708
43.147,26.396,14.721,0.0,0.0,15.736
43.147,23.858,16.244,0.0,0.0,16.751
40.513,26.154,14.872,0.0,0.0,18.462
41.117,26.904,18.274,0.0,0.0,13.706
42.564,22.564,19.487,0.0,0.0,15.385
43.814,24.227,17.010,0.0,0.0,14.948
40.404,25.758,18.182,0.0,0.0,15.657
41.089,25.248,17.822,0.0,0.0,15.842
43.434,22.727,19.192,0.0,0.0,14.646
42.051,22.564,21.026,0.0,0.0,14.359
36.181,26.633,21.106,0.0,0.0,16.080
39.698,28.141,17.085,0.0,0.0,15.075
41.206,23.116,20.603,0.0,0.0,15.075
38.889,25.758,21.212,0.0,0.0,14.141
40.500,27.0,18.500,0.0,0.0,14.0
43.0,23.0,21.500,0.0,0.0,12.500
38.974,28.718,17.436,0.0,0.0,14.872
41.0,25.0,18.0,0.0,0.0,16.0
40.609,26.396,18.274,0.0,0.0,14.721
39.487,27.692,18.462,0.0,0.0,14.359
44.221,24.121,15.578,0.0,0.0,16.080
43.284,23.881,15.920,0.0,0.0,16.915
45.503,23.810,19.577,0.0,0.0,11.111
43.299,25.258,18.041,0.0,0.0,13.402
43.077,27.179,15.385,0.0,0.0,14.359
38.265,27.041,19.898,0.0,0.0,14.796
46.231,22.613,14.573,0.0,0.0,16.583
41.327,26.020,18.367,0.0,0.0,14.286
42.268,25.258,17.526,0.0,0.0,14.948
42.132,25.888,18.274,0.0,0.0,13.706
41.414,25.758,18.182,0.0,0.0,14.646
38.806,27.861,18.408,0.0,0.0,14.925
40.704,25.628,15.578,0.0,0.0,18.090
43.005,22.798,20.725,0.0,0.0,13.472
37.629,28.866,21.134,0.0,0.0,12.371
38.191,22.613,23.116,0.0,0.0,16.080
40.594,26.238,17.327,0.0,0.0,15.842
40.0,27.692,17.436,0.0,0.0,14.872
40.816,23.980,18.367,0.0,0.0,16.837
42.929,22.727,18.182,0.0,0.0,16.162
40.099,25.743,18.317,0.0,0.0,15.842
43.814,23.196,15.464,0.0,0.0,17.526
41.500,26.0,17.500,0.0,0.0,15.0
40.102,28.426,16.244,0.0,0.0,15.228
40.102,25.888,19.797,0.0,0.0,14.213
38.776,25.510,18.367,0.0,0.0,17.347
41.237,26.289,20.103,0.0,0.0,12.371
42.564,22.564,21.026,0.0,0.0,13.846
39.698,25.628,18.090,0.0,0.0,16.583
43.719,23.618,15.075,0.0,0.0,17.588
42.564,25.128,17.949,0.0,0.0,14.359
40.0,23.500,21.0,0.0,0.0,15.500
38.0,27.500,21.500,0.0,0.0,13.0
40.306,26.020,20.918,0.0,0.0,12.755
39.691,27.320,18.041,0.0,0.0,14.948
40.102,26.396,17.766,0.0,0.0,15.736
41.885,23.560,17.801,0.0,0.0,16.754
42.132,23.858,19.289,0.0,0.0,14.721
42.857,22.959,20.408,0.0,0.0,13.776
40.816,25.0,17.857,0.0,0.0,16.327
41.117,26.904,15.228,0.0,0.0,16.751
41.451,27.979,16.580,0.0,0.0,13.990
40.526,25.789,17.368,0.0,0.0,16.316
45.178,26.396,13.706,0.0,0.0,14.721
10.396,9.901,74.257,0.0,0.0,5.446
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
