"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -C total --output c64.csv",,,,"Date:","22 May 2018 01:13:59 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
49.0,30.0,0.0,0.0,0.0,21.0,0.0,0.0,3812605.0,1400379.0,0.0,0.0,9730.0,46855.0
51.515,32.323,0.0,0.0,0.0,16.162,0.0,0.0,3791029.0,1374361.0,0.0,0.0,9660.0,47623.0
50.495,32.673,0.0,0.0,0.0,16.832,0.0,0.0,3792533.0,1398837.0,0.0,0.0,9595.0,46575.0
53.0,32.0,0.0,0.0,0.0,15.0,0.0,0.0,3845483.0,1419401.0,0.0,0.0,9621.0,46767.0
49.0,36.0,0.0,0.0,0.0,15.0,0.0,12288.0,3748704.0,1394165.0,0.0,0.0,9587.0,46556.0
50.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,3770825.0,1396371.0,0.0,0.0,9607.0,46196.0
48.485,37.374,0.0,0.0,0.0,14.141,0.0,0.0,3753087.0,1381444.0,0.0,0.0,9353.0,45270.0
48.515,31.683,0.0,0.0,0.0,19.802,0.0,0.0,3883040.0,1406570.0,0.0,0.0,9822.0,47554.0
36.364,27.273,28.283,0.0,0.0,8.081,0.0,0.0,2851324.0,1021276.0,0.0,0.0,7186.0,35119.0
44.0,20.0,22.0,0.0,0.0,14.0,0.0,12288.0,3083490.0,1092827.0,0.0,0.0,7569.0,36524.0
48.0,31.0,7.0,0.0,0.0,14.0,0.0,0.0,3726883.0,1307434.0,0.0,0.0,9201.0,45097.0
46.535,31.683,5.941,0.0,0.0,15.842,0.0,0.0,3790480.0,1360577.0,0.0,0.0,9636.0,46762.0
42.857,24.490,17.347,0.0,0.0,15.306,0.0,0.0,3432534.0,1221762.0,0.0,0.0,8589.0,40992.0
41.0,27.0,15.0,0.0,0.0,17.0,0.0,0.0,3381411.0,1197985.0,0.0,0.0,8453.0,41749.0
45.0,25.0,17.0,0.0,0.0,13.0,0.0,12288.0,3267352.0,1151436.0,0.0,0.0,8148.0,39591.0
49.0,30.0,4.0,0.0,0.0,17.0,0.0,8192.0,3835835.0,1368627.0,0.0,0.0,9392.0,46061.0
47.475,29.293,9.091,0.0,0.0,14.141,0.0,0.0,3570974.0,1264017.0,0.0,0.0,8725.0,42074.0
48.0,33.0,7.0,0.0,0.0,12.0,0.0,0.0,3431533.0,1230493.0,0.0,0.0,8574.0,42000.0
45.0,29.0,8.0,0.0,0.0,18.0,0.0,0.0,3645197.0,1297161.0,0.0,0.0,8969.0,43137.0
40.196,30.392,13.725,0.0,0.0,15.686,0.0,24576.0,3559422.0,1197939.0,0.0,0.0,8922.0,42765.0
7.0,5.0,85.0,0.0,0.0,3.0,0.0,8192.0,639719.0,191011.0,0.0,0.0,1598.0,7889.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,7935.0,2340.0,0.0,0.0,63.0,157.0
48.980,32.653,5.102,0.0,0.0,13.265,0.0,0.0,3874125.0,1153895.0,0.0,0.0,9699.0,46959.0
50.0,32.0,0.0,0.0,0.0,18.0,0.0,0.0,3988938.0,1181491.0,0.0,0.0,10004.0,49906.0
50.0,31.0,0.0,0.0,0.0,19.0,0.0,12288.0,3904690.0,1218261.0,0.0,0.0,9885.0,49242.0
50.0,37.0,0.0,0.0,0.0,13.0,0.0,0.0,3983916.0,1362905.0,0.0,0.0,9972.0,49850.0
50.0,36.0,0.0,0.0,0.0,14.0,0.0,0.0,3982164.0,1483741.0,0.0,0.0,10000.0,48783.0
51.0,30.0,0.0,0.0,0.0,19.0,0.0,0.0,4038025.0,1807692.0,0.0,0.0,10122.0,50104.0
53.465,29.703,0.0,0.0,0.0,16.832,0.0,0.0,4180659.0,1537395.0,0.0,0.0,10363.0,49253.0
46.465,28.283,12.121,0.0,0.0,13.131,0.0,12288.0,3596783.0,1245445.0,0.0,0.0,8930.0,43508.0
34.0,24.0,30.0,0.0,0.0,12.0,0.0,16384.0,2783875.0,986297.0,0.0,0.0,7097.0,34485.0
36.364,25.253,23.232,0.0,0.0,15.152,0.0,0.0,2969108.0,1044309.0,0.0,0.0,7482.0,36561.0
45.0,41.0,0.0,0.0,0.0,14.0,0.0,0.0,3795902.0,1390078.0,0.0,0.0,9671.0,46088.0
45.098,23.529,11.765,0.0,0.0,19.608,0.0,0.0,3463069.0,1194444.0,0.0,0.0,8923.0,42345.0
36.364,22.222,29.293,0.0,0.0,12.121,0.0,12288.0,2848092.0,1016319.0,0.0,0.0,7074.0,33857.0
42.424,25.253,22.222,0.0,0.0,10.101,0.0,0.0,3145325.0,1111872.0,0.0,0.0,7957.0,37950.0
39.604,24.752,19.802,0.0,0.0,15.842,0.0,0.0,3159787.0,1120837.0,0.0,0.0,8001.0,38339.0
33.333,27.273,26.263,0.0,0.0,13.131,0.0,0.0,2837777.0,997831.0,0.0,0.0,7110.0,34434.0
34.653,26.733,24.752,0.0,0.0,13.861,0.0,0.0,3000353.0,1056662.0,0.0,0.0,7465.0,35412.0
18.182,12.121,63.636,0.0,0.0,6.061,0.0,12288.0,1394798.0,464728.0,0.0,0.0,3494.0,17381.0
36.364,23.232,26.263,0.0,0.0,14.141,0.0,0.0,2775962.0,992226.0,0.0,0.0,6914.0,33974.0
15.0,9.0,70.0,0.0,0.0,6.0,0.0,0.0,1128649.0,415260.0,0.0,0.0,2889.0,13737.0
21.0,20.0,52.0,0.0,0.0,7.0,0.0,0.0,1764493.0,592907.0,0.0,0.0,4506.0,21613.0
32.323,30.303,21.212,0.0,0.0,16.162,0.0,0.0,3012932.0,1065913.0,0.0,0.0,7643.0,37126.0
18.0,12.0,68.0,0.0,0.0,2.0,0.0,12288.0,1131295.0,422207.0,0.0,0.0,2785.0,13547.0
31.0,21.0,38.0,0.0,0.0,10.0,0.0,0.0,2242691.0,763963.0,0.0,0.0,5672.0,27499.0
40.594,28.713,16.832,0.0,0.0,13.861,0.0,0.0,3117618.0,1113737.0,0.0,0.0,7830.0,37151.0
47.475,24.242,13.131,0.0,0.0,15.152,0.0,0.0,3232793.0,1151855.0,0.0,0.0,8010.0,39422.0
42.574,21.782,22.772,0.0,0.0,12.871,0.0,0.0,3008467.0,1052482.0,0.0,0.0,7397.0,36165.0
44.0,22.0,20.0,0.0,0.0,14.0,0.0,12288.0,2860277.0,1067063.0,0.0,0.0,7139.0,35084.0
48.485,31.313,5.051,0.0,0.0,15.152,0.0,8192.0,3821068.0,1326891.0,0.0,0.0,9519.0,45458.0
34.0,27.0,26.0,0.0,0.0,13.0,0.0,0.0,2810109.0,1034740.0,0.0,0.0,6865.0,33545.0
43.0,31.0,11.0,0.0,0.0,15.0,0.0,0.0,3340378.0,1191414.0,0.0,0.0,8217.0,40491.0
44.554,24.752,17.822,0.0,0.0,12.871,0.0,0.0,3098570.0,1100414.0,0.0,0.0,7657.0,37052.0
41.237,18.557,27.835,0.0,0.0,12.371,0.0,24576.0,2836795.0,892672.0,0.0,0.0,6990.0,34803.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,3174.0,2764.0,0.0,0.0,50.0,102.0
30.0,13.0,52.0,0.0,0.0,5.0,0.0,0.0,1691429.0,506204.0,0.0,0.0,4268.0,21840.0
49.0,32.0,0.0,0.0,0.0,19.0,0.0,0.0,3615132.0,1071066.0,0.0,0.0,8897.0,46058.0
51.0,29.0,0.0,0.0,0.0,20.0,0.0,0.0,3677010.0,1125112.0,0.0,0.0,9145.0,46491.0
46.0,36.0,0.0,0.0,0.0,18.0,0.0,12288.0,3745219.0,1207414.0,0.0,0.0,9225.0,45713.0
56.566,26.263,0.0,0.0,0.0,17.172,0.0,16384.0,3858282.0,1330721.0,0.0,0.0,9326.0,46639.0
48.515,32.673,0.0,0.0,0.0,18.812,0.0,0.0,3587054.0,1375409.0,0.0,0.0,9067.0,46751.0
49.0,35.0,0.0,0.0,0.0,16.0,0.0,0.0,3950243.0,1588032.0,0.0,0.0,9723.0,48134.0
55.0,29.0,0.0,0.0,0.0,16.0,0.0,0.0,4017756.0,1673196.0,0.0,0.0,10070.0,49304.0
53.0,35.0,0.0,0.0,0.0,12.0,0.0,12288.0,4061075.0,1434209.0,0.0,0.0,10103.0,49072.0
47.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,4010274.0,1399735.0,0.0,0.0,10238.0,50033.0
34.653,29.703,23.762,0.0,0.0,11.881,0.0,0.0,3232720.0,1139878.0,0.0,0.0,8101.0,38661.0
33.333,28.283,26.263,0.0,0.0,12.121,0.0,0.0,3033170.0,1071549.0,0.0,0.0,7586.0,36916.0
29.293,30.303,24.242,0.0,0.0,16.162,0.0,0.0,3011416.0,1080501.0,0.0,0.0,7581.0,37405.0
39.0,30.0,16.0,0.0,0.0,15.0,0.0,12288.0,3359527.0,1187419.0,0.0,0.0,8395.0,40358.0
47.0,29.0,11.0,0.0,0.0,13.0,0.0,0.0,3519230.0,1242178.0,0.0,0.0,8709.0,42121.0
42.0,30.0,16.0,0.0,0.0,12.0,0.0,0.0,3285616.0,1138309.0,0.0,0.0,8305.0,40666.0
32.673,21.782,32.673,0.0,0.0,12.871,0.0,0.0,2656849.0,939077.0,0.0,0.0,6611.0,32077.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11109.0,4660.0,0.0,0.0,77.0,186.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,1669.0,1784.0,0.0,0.0,43.0,94.0
32.323,21.212,37.374,0.0,0.0,9.091,0.0,0.0,2236072.0,667064.0,0.0,0.0,5383.0,27650.0
46.0,35.0,0.0,0.0,0.0,19.0,0.0,0.0,3810605.0,1139007.0,0.0,0.0,9524.0,47763.0
53.0,29.0,0.0,0.0,0.0,18.0,0.0,0.0,3760153.0,1226032.0,0.0,0.0,9359.0,47053.0
49.0,32.0,0.0,0.0,0.0,19.0,0.0,0.0,3874659.0,1392318.0,0.0,0.0,9693.0,47962.0
48.485,33.333,0.0,0.0,0.0,18.182,0.0,12288.0,3801184.0,1585445.0,0.0,0.0,9731.0,48530.0
55.446,29.703,0.0,0.0,0.0,14.851,0.0,0.0,3940761.0,1454493.0,0.0,0.0,9705.0,47939.0
48.485,38.384,0.0,0.0,0.0,13.131,0.0,0.0,3875362.0,1369541.0,0.0,0.0,9635.0,47416.0
51.961,30.392,0.0,0.0,0.0,17.647,0.0,0.0,3731882.0,1350164.0,0.0,0.0,9528.0,46568.0
53.061,36.735,0.0,0.0,0.0,10.204,0.0,0.0,3761519.0,1374339.0,0.0,0.0,9446.0,45433.0
54.0,30.0,0.0,0.0,0.0,16.0,0.0,12288.0,3757254.0,1330216.0,0.0,0.0,9534.0,46621.0
36.0,19.0,34.0,0.0,0.0,11.0,0.0,12288.0,2470341.0,919773.0,0.0,0.0,6296.0,31182.0
29.703,18.812,41.584,0.0,0.0,9.901,0.0,0.0,2448606.0,833854.0,0.0,0.0,5982.0,28746.0
22.0,16.0,53.0,0.0,0.0,9.0,0.0,0.0,1996727.0,685846.0,0.0,0.0,4927.0,23610.0
40.816,19.388,25.510,0.0,0.0,14.286,0.0,0.0,2815392.0,988444.0,0.0,0.0,6950.0,34002.0
35.0,13.0,41.0,0.0,0.0,11.0,0.0,12288.0,2275044.0,794150.0,0.0,0.0,5971.0,29125.0
41.584,21.782,23.762,0.0,0.0,12.871,0.0,16384.0,3074960.0,1094554.0,0.0,0.0,7634.0,37649.0
35.714,24.490,27.551,0.0,0.0,12.245,0.0,0.0,2817978.0,995554.0,0.0,0.0,6932.0,34517.0
33.663,19.802,35.644,0.0,0.0,10.891,0.0,0.0,2517233.0,891610.0,0.0,0.0,6296.0,31133.0
38.384,24.242,24.242,0.0,0.0,13.131,0.0,0.0,3048944.0,1058800.0,0.0,0.0,7606.0,37389.0
38.0,16.0,34.0,0.0,0.0,12.0,0.0,20480.0,2599985.0,866894.0,0.0,0.0,6510.0,32524.0
34.0,22.0,32.0,0.0,0.0,12.0,0.0,0.0,2769433.0,970993.0,0.0,0.0,6642.0,31213.0
31.0,21.0,38.0,0.0,0.0,10.0,0.0,0.0,3645132.0,1201345.0,0.0,0.0,7504.0,29711.0
30.303,17.172,44.444,0.0,0.0,8.081,0.0,0.0,2611520.0,893007.0,0.0,0.0,5985.0,26542.0
32.673,22.772,33.663,0.0,0.0,10.891,0.0,0.0,2687304.0,934139.0,0.0,0.0,6566.0,32374.0
35.354,17.172,30.303,0.0,0.0,17.172,0.0,12288.0,2770232.0,964678.0,0.0,0.0,6817.0,33670.0
38.614,20.792,29.703,0.0,0.0,10.891,0.0,0.0,2937734.0,1003236.0,0.0,0.0,6937.0,32996.0
26.0,15.0,51.0,0.0,0.0,8.0,0.0,0.0,2765796.0,911369.0,0.0,0.0,5772.0,22599.0
42.0,23.0,20.0,0.0,0.0,15.0,0.0,0.0,3006176.0,1049280.0,0.0,0.0,7647.0,37633.0
44.444,27.273,15.152,0.0,0.0,13.131,0.0,0.0,3242047.0,1154165.0,0.0,0.0,8289.0,40829.0
28.283,26.263,34.343,0.0,0.0,11.111,0.0,12288.0,2550927.0,925061.0,0.0,0.0,6256.0,30572.0
29.703,19.802,38.614,0.0,0.0,11.881,0.0,0.0,2264178.0,782132.0,0.0,0.0,5614.0,28373.0
32.0,18.0,41.0,0.0,0.0,9.0,0.0,0.0,2376961.0,815022.0,0.0,0.0,5748.0,28419.0
37.0,23.0,28.0,0.0,0.0,12.0,0.0,0.0,2838799.0,992137.0,0.0,0.0,6796.0,33895.0
37.374,28.283,25.253,0.0,0.0,9.091,0.0,0.0,2887840.0,993467.0,0.0,0.0,7216.0,35937.0
36.634,19.802,30.693,0.0,0.0,12.871,0.0,12288.0,2693892.0,990627.0,0.0,0.0,6582.0,32372.0
50.505,32.323,3.030,0.0,0.0,14.141,0.0,0.0,3638355.0,1286735.0,0.0,0.0,8907.0,43841.0
41.584,33.663,8.911,0.0,0.0,15.842,0.0,0.0,3370842.0,1186531.0,0.0,0.0,8303.0,41892.0
34.0,15.0,40.0,0.0,0.0,11.0,0.0,0.0,2187224.0,819487.0,0.0,0.0,5471.0,27360.0
45.455,30.303,10.101,0.0,0.0,14.141,0.0,0.0,3398873.0,1211965.0,0.0,0.0,8410.0,41152.0
20.0,10.0,61.0,0.0,0.0,9.0,0.0,12288.0,1598412.0,542461.0,0.0,0.0,3895.0,18704.0
50.505,32.323,0.0,0.0,0.0,17.172,0.0,0.0,3755790.0,1374863.0,0.0,0.0,9311.0,46442.0
46.535,27.723,5.941,0.0,0.0,19.802,0.0,0.0,3712123.0,1300589.0,0.0,0.0,9103.0,44395.0
39.0,31.0,18.0,0.0,0.0,12.0,0.0,0.0,3255242.0,1114520.0,0.0,0.0,8031.0,39830.0
37.624,24.752,24.752,0.0,0.0,12.871,0.0,0.0,2797345.0,1012063.0,0.0,0.0,7006.0,34713.0
36.364,27.273,22.222,0.0,0.0,14.141,0.0,12288.0,2918192.0,1041689.0,0.0,0.0,7438.0,35599.0
34.343,23.232,34.343,0.0,0.0,8.081,0.0,24576.0,2559209.0,902970.0,0.0,0.0,6529.0,31829.0
45.545,23.762,17.822,0.0,0.0,12.871,0.0,0.0,3111169.0,1093089.0,0.0,0.0,7591.0,37985.0
47.0,29.0,9.0,0.0,0.0,15.0,0.0,0.0,3404584.0,1231324.0,0.0,0.0,8439.0,42001.0
35.0,25.0,27.0,0.0,0.0,13.0,0.0,0.0,2923983.0,1029219.0,0.0,0.0,7180.0,34829.0
38.384,24.242,26.263,0.0,0.0,11.111,0.0,24576.0,2925555.0,1044772.0,0.0,0.0,7438.0,35554.0
35.0,23.0,34.0,0.0,0.0,8.0,0.0,24576.0,2586409.0,908887.0,0.0,0.0,6457.0,31106.0
29.0,21.0,33.0,0.0,0.0,17.0,0.0,0.0,2704511.0,937510.0,0.0,0.0,6783.0,32632.0
48.0,22.0,17.0,0.0,0.0,13.0,0.0,0.0,3330425.0,1183387.0,0.0,0.0,8512.0,40646.0
38.384,25.253,22.222,0.0,0.0,14.141,0.0,0.0,3186727.0,1124036.0,0.0,0.0,7943.0,38346.0
37.624,22.772,19.802,0.990,0.0,18.812,0.0,12288.0,3191722.0,1130894.0,0.0,0.0,8062.0,39427.0
41.0,22.0,25.0,0.0,0.0,12.0,0.0,0.0,2939293.0,1066257.0,0.0,0.0,7305.0,34865.0
30.303,27.273,28.283,0.0,0.0,14.141,0.0,0.0,2792935.0,1012620.0,0.0,0.0,6851.0,34174.0
31.0,18.0,43.0,0.0,0.0,8.0,0.0,0.0,2282283.0,803667.0,0.0,0.0,5609.0,27368.0
47.0,29.0,5.0,0.0,0.0,19.0,0.0,0.0,3683350.0,1292952.0,0.0,0.0,9017.0,45354.0
44.0,25.0,19.0,0.0,0.0,12.0,0.0,12288.0,3147013.0,1121837.0,0.0,0.0,7835.0,38664.0
34.653,24.752,25.743,0.0,0.0,14.851,8192.0,0.0,2756890.0,978737.0,0.0,0.0,6815.0,33402.0
35.354,26.263,28.283,0.0,0.0,10.101,0.0,0.0,2842726.0,998026.0,0.0,0.0,7007.0,34687.0
32.323,28.283,29.293,0.0,0.0,10.101,0.0,0.0,2694833.0,952526.0,0.0,0.0,6609.0,32851.0
39.0,22.0,27.0,0.0,0.0,12.0,0.0,0.0,2909812.0,1033650.0,0.0,0.0,7173.0,35081.0
37.374,22.222,24.242,0.0,0.0,16.162,0.0,40960.0,3067541.0,1062467.0,0.0,0.0,7652.0,37059.0
46.535,28.713,12.871,0.0,0.0,11.881,0.0,0.0,3348392.0,1208532.0,0.0,0.0,8569.0,41499.0
39.796,22.449,23.469,0.0,0.0,14.286,0.0,0.0,3255790.0,1146815.0,0.0,0.0,7883.0,37675.0
28.713,20.792,42.574,0.0,0.0,7.921,0.0,0.0,2097654.0,788234.0,0.0,0.0,5235.0,25900.0
39.604,20.792,25.743,0.0,0.0,13.861,0.0,0.0,2970245.0,1044707.0,0.0,0.0,7238.0,34996.0
39.394,19.192,32.323,0.0,0.0,9.091,0.0,12288.0,3181450.0,1081037.0,0.0,0.0,7170.0,31992.0
23.0,14.0,56.0,0.0,0.0,7.0,0.0,0.0,2483758.0,819389.0,0.0,0.0,5095.0,20702.0
24.0,11.0,56.0,0.0,0.0,9.0,0.0,0.0,2581913.0,826244.0,0.0,0.0,4989.0,21113.0
30.303,14.141,46.465,0.0,0.0,9.091,0.0,0.0,3157151.0,1043049.0,0.0,0.0,6285.0,25630.0
19.802,10.891,61.386,0.0,0.0,7.921,0.0,0.0,2264116.0,764948.0,0.0,0.0,4599.0,18164.0
9.0,4.0,85.0,0.0,0.0,2.0,0.0,12288.0,901379.0,269986.0,0.0,0.0,1816.0,7337.0
51.020,28.571,8.163,0.0,0.0,12.245,0.0,16384.0,3073285.0,1108267.0,0.0,0.0,7717.0,39870.0
40.594,18.812,27.723,0.0,0.0,12.871,0.0,0.0,2627170.0,980551.0,0.0,0.0,6612.0,32579.0
25.510,19.388,45.918,0.0,0.0,9.184,0.0,0.0,2242488.0,783160.0,0.0,0.0,5503.0,26565.0
28.713,12.871,48.515,0.0,0.0,9.901,0.0,0.0,2110034.0,734713.0,0.0,0.0,5181.0,25035.0
46.0,22.0,21.0,0.0,0.0,11.0,0.0,12288.0,3187147.0,1104878.0,0.0,0.0,8023.0,39744.0
44.0,30.0,12.0,0.0,0.0,14.0,0.0,8192.0,3318229.0,1189973.0,0.0,0.0,8173.0,40349.0
35.354,27.273,23.232,0.0,0.0,14.141,0.0,0.0,3007555.0,1088374.0,0.0,0.0,7361.0,35673.0
40.0,20.0,30.0,0.0,0.0,10.0,0.0,0.0,2496454.0,913047.0,0.0,0.0,6305.0,31210.0
35.0,20.0,30.0,0.0,0.0,15.0,0.0,0.0,2566517.0,908278.0,0.0,0.0,6281.0,30689.0
50.495,33.663,0.0,0.0,0.0,15.842,0.0,24576.0,3514292.0,1284288.0,0.0,0.0,8788.0,43549.0
48.485,37.374,2.020,0.0,0.0,12.121,0.0,0.0,3601110.0,1308771.0,0.0,0.0,9046.0,43296.0
34.0,24.0,31.0,0.0,0.0,11.0,0.0,0.0,2579553.0,912981.0,0.0,0.0,6313.0,30776.0
48.0,29.0,6.0,0.0,0.0,17.0,0.0,0.0,3398867.0,1190926.0,0.0,0.0,8320.0,40701.0
38.384,27.273,22.222,0.0,0.0,12.121,0.0,0.0,2906061.0,1089489.0,0.0,0.0,7462.0,36001.0
24.0,17.0,50.0,0.0,0.0,9.0,0.0,12288.0,2074782.0,718030.0,0.0,0.0,5153.0,24934.0
38.0,16.0,37.0,0.0,0.0,9.0,0.0,0.0,2417571.0,866153.0,0.0,0.0,6173.0,30518.0
39.0,27.0,16.0,0.0,0.0,18.0,0.0,0.0,3197250.0,1119504.0,0.0,0.0,7927.0,38682.0
41.414,29.293,12.121,0.0,0.0,17.172,0.0,0.0,3315086.0,1163061.0,0.0,0.0,8151.0,40267.0
40.0,21.0,22.0,0.0,0.0,17.0,0.0,0.0,2847677.0,1048343.0,0.0,0.0,7140.0,35417.0
37.0,21.0,30.0,0.0,0.0,12.0,0.0,12288.0,2741008.0,977291.0,0.0,0.0,6705.0,33173.0
36.364,25.253,28.283,0.0,0.0,10.101,0.0,40960.0,2832418.0,1002565.0,0.0,0.0,7080.0,34117.0
40.594,25.743,20.792,0.0,0.0,12.871,0.0,0.0,3149269.0,1114148.0,0.0,0.0,7930.0,38857.0
35.354,22.222,25.253,0.0,0.0,17.172,0.0,0.0,2952449.0,1040390.0,0.0,0.0,7389.0,35711.0
